id	bpm	root	scale	group	split	license	sha256	keyAbsent
245099	92.0	-1		Insidebeat	fit	http://creativecommons.org/publicdomain/zero/1.0/	f0b0024b27521a0c286ff7814bb37085c61c0ef558d0a271b359dbf38b348752	1
415004	160.0	9	natural_minor	chiptraxxx	test	http://creativecommons.org/publicdomain/zero/1.0/	43ca6ed13b9beaf1a8cda8df15e6d59983ecf557685c36b22a4f4516158616fc	0
332489	100.0	0	major	neehnahw	fit	http://creativecommons.org/publicdomain/zero/1.0/	3f5431a83ee3fd49125b2025dd7928ccbc71189d6a664e68b82a0f19b1758bd2	0
390879	80.0	0	major	CarlosCarty	test	http://creativecommons.org/licenses/by/3.0/	980f22ce19581b9495ba883fc933bc049342a6cf9db90df548eb0f6b9bc19a1c	0
319319	120.0	-1		druidbloke	fit	http://creativecommons.org/licenses/by/3.0/	f012960fbac99c56003838df3c9e74f08b677cb40a83235ae8e82d8844200d42	1
39387	120.0	9	natural_minor	delphidebrain	fit	http://creativecommons.org/licenses/by/3.0/	aba05f497dc520fdcac842362281842180efb936333b0f88bf7be0c81001c2d5	0
329739	133.962814	2	natural_minor	REVEREND.BLACK	test	http://creativecommons.org/licenses/by/3.0/	8971fc6294b1310f1a22d573fd3f6a2a0af527a7156764306989886c3e864e9c	0
277459	90.0	-1		Mafon2	test	http://creativecommons.org/publicdomain/zero/1.0/	7ca0332ca421b56485fe28781e80e41a074290da176597750d209502b674e26b	1
349630	123.0	-1		tarane468	fit	http://creativecommons.org/publicdomain/zero/1.0/	1f9251cfe5eab34bb1032cc833beb430dce1eee4952b2ab6c7f4e00199ef82d2	1
189592	250.0	-1		PsychoticSynthesis	fit	http://creativecommons.org/licenses/by/3.0/	f1240a76fb03becb75f6413a6a214e5e60f43302b9bdd060a093b4539295852c	1
218372	120.0	9	natural_minor	copyc4t	calibration	http://creativecommons.org/licenses/by/3.0/	4b0aab1585792c55ddf348b79487494ed899651407d144e2195507c5984ae5a2	0
127338	140.0	-1		jordanielmills	fit	http://creativecommons.org/licenses/by/3.0/	d017e320d4424aac278fb804243f27ac7b94be08d419ea4a770299e01f886a34	1
264751	125.0	-1		djnicke	test	http://creativecommons.org/publicdomain/zero/1.0/	5b449dd0aecf2b44250abf2ff247f41acd6669267e632628f16b511c99503c31	1
220060	90.0	2	major	portwain	fit	http://creativecommons.org/publicdomain/zero/1.0/	7db12b3ebc7c83209d3522a4c6b3f484a7a1fffcde130370c44d6da59021e1b8	0
458523	100.0	7	major	animastudios	fit	http://creativecommons.org/publicdomain/zero/1.0/	39cb25775e11bab67a2c82a694c46be2154da7c9491027fdbde833c2180b4380	0
102338	130.0	-1		sandyrb	fit	http://creativecommons.org/licenses/by/3.0/	13faf5d5f7eba772704406fcd94b8a3a38c4f2bd27e6a882b28369c851d1e191	1
141884	140.0	2	natural_minor	DarkoZL	test	http://creativecommons.org/publicdomain/zero/1.0/	64325a3bd28d7224152c0c95a5f7d5ca3bf3e19a298047d8d25126929a584143	0
441170	85.0	-1		vykroft	calibration	http://creativecommons.org/publicdomain/zero/1.0/	c267ca269a64465fa56e2a0f0ae08a4025b9a21edf7e2a30401168752958106f	1
203092	120.0	0	natural_minor	luckylittleraven	test	http://creativecommons.org/licenses/by/3.0/	c12650529e6a5075fac45986cae499fc01899bbe4a0915e69974002a35ae9057	0
127879	100.0	2	natural_minor	fran_ky	fit	http://creativecommons.org/licenses/by/3.0/	783f6eaa75ab10c76e7b8ac9e55ecead1f5a3a2045a03f9dd601ea315e6577e9	0
417756	95.0	-1		vykroft	calibration	http://creativecommons.org/publicdomain/zero/1.0/	93b03045581126ce7bbae3c65d3c762fc6cabb7694ef3d9a61748fdebcb96761	1
242968	120.0	-1		Bronxio	test	http://creativecommons.org/publicdomain/zero/1.0/	99a9bd6730bd5b794dfe7bb4e97c2499e5fa63f1464516a7eda9151173b27c15	1
34373	60.0	4	natural_minor	UncleSigmund	fit	http://creativecommons.org/publicdomain/zero/1.0/	759a87ca17ab26d83456a1a600148d9d48de2d424a1c378f1d165288cf245a38	0
261420	120.0	-1		Xinematix	test	http://creativecommons.org/licenses/by/3.0/	2e5d962642e71cdc13f6361d4c03d340b495837cd7df8d3e57af09dc62ebc373	1
187650	109.0	-1		Owl	fit	http://creativecommons.org/licenses/by/3.0/	64610b87fd0312beeb4479a4e369cce0d1a356fec06ee7c8fc1eb936ec8e7860	1
423722	120.0	-1		@realdavidfloat	fit	http://creativecommons.org/publicdomain/zero/1.0/	ac0db87e946b3feb0b7dc2879adf1b12c0981102622811599a2f1cc02769ee56	1
131379	120.0	-1		tagirov	fit	http://creativecommons.org/licenses/by/3.0/	02831b42bf17146ba45edc0b318a186c93899b9c44eb444c91db2f7471641c73	1
471042	60.0	9	natural_minor	Hoerspielwerkstatt_HEF	test	http://creativecommons.org/licenses/by/3.0/	17f40507c04e9c81a3eec7ca15f40f10b4ef4e4ba82e2f3883798abad487e6be	0
41030	120.0	-1		UncleSigmund	fit	http://creativecommons.org/publicdomain/zero/1.0/	77ecd764865fa7910391b85f073e9fad6ade17a03b4dfaef78b730375be37f2f	0
223664	131.0	-1		Micronin	fit	http://creativecommons.org/licenses/by/3.0/	20e63847b1d8fa58d4ad50e11a601b4564b89961a71c6d0da1aae407c2a81c3f	1
209349	99.0	-1		Vinnie_Palermo	test	http://creativecommons.org/publicdomain/zero/1.0/	732c92d43d6c4c053e030cabee07048edf5347ff644cfe2b1149a0f9d1cc71ce	1
418991	120.0	-1		@realdavidfloat	fit	http://creativecommons.org/publicdomain/zero/1.0/	08370afa22a9c782a4019e39ccb763b400f66b95588837661a9bd4fbd7ef65bf	1
108540	120.0	-1		jmguru	fit	http://creativecommons.org/publicdomain/zero/1.0/	14fecad67192326256131eee949c712b4bedd6f378a81c1477c393f3a80ae4ff	1
49746	80.0	2	natural_minor	Sub-d	fit	http://creativecommons.org/publicdomain/zero/1.0/	634ab65e652f5436bd02fd1af9966bedc4cb5e52019c367c3ff9cfe8b2ca11d2	0
98109	170.0	8	major	barryeuphorik	test	http://creativecommons.org/licenses/by/3.0/	3e8cab34888df433b3fb879d80c1fe4cc23ce2b3a28cb79eaaf9fc537ddff0e2	0
426034	128.0	-1		eardeer	calibration	http://creativecommons.org/licenses/by/3.0/	c9200b66f4228cc47677eae761e60583968f839ef6b4a99e1e4ba6f1daf20ad0	1
236003	89.0	-1		Hugofski	fit	http://creativecommons.org/publicdomain/zero/1.0/	8280b75f2b7b3dc977c7321416e8777aa87012891042d8047b89fbdd773fe1c6	1
348863	128.0	4	natural_minor	T_Beau	fit	http://creativecommons.org/publicdomain/zero/1.0/	14ede75491299279326360872874b1c4b39fa01d73e925b3c868af747fcd4bf3	0
255104	90.0	-1		soundstack	test	http://creativecommons.org/publicdomain/zero/1.0/	4f8c17cf9d9325c38146f31f1965f90582dfbf6bc4276e76baa40091bb3c84ba	1
32256	140.0	5	natural_minor	-zin-	test	http://creativecommons.org/licenses/by/3.0/	c046eddb9a0ed8aa7c9709ee1e709f1298c3675961e7afcb4295cefa3a482d34	0
126056	130.0	-1		comadjinn	fit	http://creativecommons.org/licenses/by/3.0/	6b8f7862679a9646d04720ed66131d899ce1d595beac152f5e97f4d64e852b9c	1
43200	80.0	9	natural_minor	NoiseCollector	test	http://creativecommons.org/licenses/by/3.0/	38c483cd6187c481df6e852e9fac18ffffc8a7f5f5a6e304905d812cf23fa048	0
455582	204.0	-1		XoArK	calibration	http://creativecommons.org/licenses/by/3.0/	45fd048117f1db14dc4d9ed0e4d7cc96386e2ab04f3cb04a7c2ef154bfa8b83a	1
268714	133.0	8	major	jaffa1970	test	http://creativecommons.org/publicdomain/zero/1.0/	ba1295dc90fa931af4b17731b33a44516d170de057fbecd472edef89daa2d7ac	0
217108	120.0	-1		gusgus26	fit	http://creativecommons.org/licenses/by/3.0/	899a830e39786fdd9c442ef065465e13addf367adec4a07438f93fcdb6755426	1
413752	128.0	7	natural_minor	Greek555	test	http://creativecommons.org/publicdomain/zero/1.0/	07daecc489d60d8515950d5e375b8ca6258147dc9706de66ff9d1a868e1d9edf	0
491282	80.0	3	natural_minor	Xinematix	test	http://creativecommons.org/publicdomain/zero/1.0/	d8b9ec78576f9ce8b45ec351c33a277b43f7786ab52d0a7d427675821a7d5b3d	0
413679	126.0	4	major	Teacoma	fit	http://creativecommons.org/publicdomain/zero/1.0/	4d63e6931c8d3628a01978ae1a58b8c2ea5cc8ac6293827bbcad924eca6ff86d	0
324985	172.0	-1		ArcTis	fit	http://creativecommons.org/publicdomain/zero/1.0/	b37d2d423b22a258f8e4236dc2440f250857f928082fe9f2d9fb7f75ec637d74	1
9363	105.0	0	major	lancelottjones	fit	http://creativecommons.org/licenses/by/3.0/	39629bcc5f23ce3f55939717f9f73d671ea5a6c8754d862916482acaecf55763	0
113624	124.0	-1		juskiddink	test	http://creativecommons.org/licenses/by/3.0/	6b58551cb2e7fe7f2685bf7d065f2e1708ac52b7916d84cd5a0cc11fd26bda24	1
270196	130.0	2	major	Jagadamba	fit	http://creativecommons.org/licenses/by/3.0/	44d85708e264063e840e201c41944a0dbc993203b928438496d6098c14ca0333	0
387367	110.0	4	natural_minor	MuSiCjUnK	fit	http://creativecommons.org/publicdomain/zero/1.0/	5ee46c44fe4f96437a62761a2885d3a06b3ea3103fe078f60276eecc63c8181d	0
107181	70.0	4	natural_minor	newshooze	fit	http://creativecommons.org/publicdomain/zero/1.0/	f9b5cd08e661a653fd27c7b5317291bd25d5de03da5d66ee0d11f39de64ebcac	0
121988	110.0	2	natural_minor	fibers	calibration	http://creativecommons.org/licenses/by/3.0/	151373f4084ba89a0eb96c30e29034e811f5d40db71c28fbde50241327537d9d	0
160373	150.0	-1		day_tripper13	fit	http://creativecommons.org/licenses/by/3.0/	a0b6e77349243f29f11e5a12a75a718c874f6b456c37d206341a406831f23062	1
485477	120.0	-1		Manuel.Ed	fit	http://creativecommons.org/publicdomain/zero/1.0/	d6e28654e12db6103ebd35fe3d294b22bb1584dda776e35d6b6334782628846c	1
22871	129.0	-1		deleted_user_133379	fit	http://creativecommons.org/licenses/by/3.0/	3555484e3205cbfb0cc53b607ef803ba823742ee745f64ae64bc840c5de91ded	1
72154	124.0	0	major	zilverton	test	http://creativecommons.org/licenses/by/3.0/	aba6bc49d878448165ce8c36046dfee75c30fce14b2fa211ef749664273c357e	0
220536	130.0	-1		--DeletedUser--	test	http://creativecommons.org/publicdomain/zero/1.0/	fd3a08e1ece9e588e47caf70f00a1b315d167bdca00e756fe57accb78319d0a2	1
170452	140.0	-1		bbd319	test	http://creativecommons.org/publicdomain/zero/1.0/	5849d40a6cede47cab6b1f58e104b7d64a6733d6861fb84e4b4bbb91a98333c5	1
19878	120.0	0	natural_minor	simon wye	fit	http://creativecommons.org/licenses/by/3.0/	b6594c6bb79f7aec8fd8cf7fa439978dd3fffd2b9863f216ce3a4a29c2f5431e	0
414043	128.0	0	major	Greek555	test	http://creativecommons.org/publicdomain/zero/1.0/	2d046f652fba959709ec7ff28e69a62df138cca2d3d668b038773cf9742aba8b	0
55393	110.0	4	natural_minor	Sub-d	fit	http://creativecommons.org/publicdomain/zero/1.0/	f69daaad8b47eb0be10fb1fff0e46d6dc27fd4584dcaf10842030d35be89e837	0
270711	120.0	-1		bcnlab	calibration	http://creativecommons.org/publicdomain/zero/1.0/	19ba142f9d2afd66e1e3c0dc39b65ec452f12d0664345efffd73221615dce75f	1
246068	175.0	1	natural_minor	lerwickdj	fit	http://creativecommons.org/publicdomain/zero/1.0/	bb95c3c5488d91d2703aa8dde03311634bfbce080cf5a5639b85381c21970950	0
337766	70.0	-1	major	turtlewithpants	fit	http://creativecommons.org/publicdomain/zero/1.0/	fe51e3fa6245227bac7eea1df542a977a617546afbe977928b25f2efc35c6954	0
401612	180.0	2	natural_minor	eardeer	calibration	http://creativecommons.org/licenses/by/3.0/	eed2d8a1952db5131e233e385ddb6d84a26d3b2aa5c2a8a764877ac8bb79bb5f	0
131380	120.0	-1		tagirov	fit	http://creativecommons.org/licenses/by/3.0/	f08611f97fd5b69c00e5feddd071e5a8e2fef121402fe4c09a8b06633949e51b	1
424318	0.0	9	natural_minor	Erokia	calibration	http://creativecommons.org/licenses/by/3.0/	cf16f832a38d77884e76ecec6951f3d10198a37ba3924a90f754512c59a45fff	0
412844	86.0	-1	natural_minor	GRD-music-	fit	http://creativecommons.org/publicdomain/zero/1.0/	ba6a33743315330847aebccebf5d3e351b1ffba503fa65d90a957669a468b84e	0
352409	120.0	-1		nesmartu	calibration	http://creativecommons.org/publicdomain/zero/1.0/	812faa8f8fa49882400224e3472ce4ede8d457a4511892a958f880c47c85a0a0	0
352835	0.0	8	natural_minor	mooncubedesign	calibration	http://creativecommons.org/publicdomain/zero/1.0/	4f30507237cc6b8f6e5a86916797957ad325e0de5f697b4e39d1e0dbd261754d	0
407951	125.0	-1		DiscordantScraps	fit	http://creativecommons.org/licenses/by/3.0/	34395122b5b7c5b570a6346067c5947b0137d42910fcce93b8fa97601999ad3e	1
43204	80.0	-1		NoiseCollector	test	http://creativecommons.org/licenses/by/3.0/	af1d894bddc30bce9514550b776cfd458f37e31450fae4e75a46f9d77d8733b5	1
32875	80.0	-1		Brotherprovisional	fit	http://creativecommons.org/licenses/by/3.0/	a360355ab5fc488103f54e2deb84090de0beda4b9e3b9bbea8044675d737b908	1
76697	100.0	5	natural_minor	chicocorrea	test	http://creativecommons.org/publicdomain/zero/1.0/	8e0fd9906aee323fa440ec2cc420a4dd451f4e448895c32cb6a04c537e705fbc	0
208109	120.0	-1		anotheruser777	fit	http://creativecommons.org/licenses/by/3.0/	f45913e1a5e5b845986570742a3783174de658b647adf98bba8a01071b0f066c	1
219250	105.0	-1		radiopassiveboy	fit	http://creativecommons.org/publicdomain/zero/1.0/	4578ef206121b2ee2af00ad894d40e3275189f8708e3ab632fb20ab193582b2a	1
5770	120.0	-1		Jovica	fit	http://creativecommons.org/licenses/by/3.0/	afbb715b539ac553c17936b7bc285ed89c8ab929408eb310a7b2fba7fe406df3	1
352541	100.0	7	major	humphreyswill	test	http://creativecommons.org/licenses/by/3.0/	0728954aca80e59c4dd2c6257c01e5c6303218e3730cf08a566871db266cc29e	0
477224	90.0	6	natural_minor	Erokia	calibration	http://creativecommons.org/licenses/by/3.0/	8c87a5db1b69d34a1a13b5d144f741fd94710f0c85a96d06654bfcf03f9adff7	0
50589	90.0	-1		Brotherprovisional	fit	http://creativecommons.org/licenses/by/3.0/	0e5e69843215c8f58777c0761be1f6466e1426d35c988566bbde371671d1261d	1
149286	120.0	4	major	Strever953	test	http://creativecommons.org/publicdomain/zero/1.0/	e174e262bbeb8d4802b8e8c317dcd5b5f7b668aec389c94ce756b0224859ed72	0
486302	130.0	0	natural_minor	Anasas6	test	http://creativecommons.org/publicdomain/zero/1.0/	569f34339c827dcdda7bb937cc035d4b8d4af2a9bd5f97ddc3705290b7cf02e4	0
214517	112.0	8	natural_minor	cocojammin	fit	http://creativecommons.org/licenses/by/3.0/	87e3c09efec0b4a4e470c79b1529966bc277b09183f0090acb1618b5950cf538	0
213898	90.0	-1		Garzul	fit	http://creativecommons.org/publicdomain/zero/1.0/	cf0145234824911dfe54ec4aef748b9281a410c746d7ecc74fa7313ef065c184	1
53573	130.0	2	major	KatHakaku	test	http://creativecommons.org/publicdomain/zero/1.0/	9817a3415c0917d178ee3a862a6ba620e2bf237c93ec23ec35175cad106665a0	0
413685	120.0	-1		Krishmeister	test	http://creativecommons.org/publicdomain/zero/1.0/	35e09e117721cbacaeb039af7a2729532a2367ea31d10b6e77d5c19d9e17e0aa	1
348381	130.0	10	natural_minor	REVEREND.BLACK	test	http://creativecommons.org/licenses/by/3.0/	003e8859ccdea5388dbcdf53bc450ed8e76e2d963b23990e834ea80f3d436f8c	0
255377	115.0	-1		padron	test	http://creativecommons.org/publicdomain/zero/1.0/	0dfd8d09ba94f17b33b172ee8f731c433a224a1ddc175d8aa1a314b339cceb86	1
19046	0.0	0	major	aikighost	fit	http://creativecommons.org/publicdomain/zero/1.0/	7a6bf18484b13b84968649fcc342fa1af61a85ab8525b18335faa11d2ab3bff5	0
402953	97.0	5	natural_minor	User391915396	fit	http://creativecommons.org/publicdomain/zero/1.0/	3dc846da918f170d155a125519a1a6430baf59a2838f53705c7ac46141305d1e	0
345260	90.0	-1		Hoerspielwerkstatt_HEF	test	http://creativecommons.org/publicdomain/zero/1.0/	86e7cd271ea317764533a7ed361a09b34a17c5131e5e903d18a26c9e9c62a308	1
263869	160.0	-1		Kevcio	fit	http://creativecommons.org/publicdomain/zero/1.0/	0432934227e4308948071b42aa88057d2bb760aa76062139407d6f390f1668de	1
6030	140.0	4	major	Jovica	fit	http://creativecommons.org/licenses/by/3.0/	ab966b233fe8bc70e681abb2afe759677aa0e688ac491f2930d1b8cf3e799e31	0
418596	120.0	-1		@realdavidfloat	fit	http://creativecommons.org/licenses/by/3.0/	c3aab9df86fbb34cba7403b7aa4703c9764db189c132d792589986de8dd54bc0	1
160377	95.0	-1		day_tripper13	fit	http://creativecommons.org/licenses/by/3.0/	c83229c42569a8054ed54c295b71fcbcbcf4be41ebcb04ba8b130ce15a174be8	1
398209	120.0	7	major	tnk	fit	http://creativecommons.org/licenses/by/3.0/	4e272bdf349c261c4fc3117f7e22bbbab0995dfd5397891f4e53ddac7cd3f636	0
418998	120.0	-1		@realdavidfloat	fit	http://creativecommons.org/publicdomain/zero/1.0/	d58316ac8618c1a2447e6da7fc49077bd1d741821bf0ea4335874e753d73785e	1
346217	110.0	-1		Xinematix	test	http://creativecommons.org/licenses/by/3.0/	ca015f806e4450becb96ede40b0d6d25487f1190be7798938af4863887dd7810	1
330430	130.0	-1		AlonnaAllen	fit	http://creativecommons.org/licenses/by/3.0/	f35511b890a9fefb93fdce44a08102dd3e7e9d7f73359ab08e27189539626820	1
41279	120.0	-1		Bsantos	fit	http://creativecommons.org/publicdomain/zero/1.0/	58cd6b4478c99c870f419c27d142b20d49232559ddda5e3e5bc85c1f80a6244f	1
423851	84.0	-1		VJ_XIXi	calibration	http://creativecommons.org/licenses/by/3.0/	e9cf038b8893ab6755cbeca0c8211762ff7c80887ebadfc4f1483f3f47611c77	1
477309	174.0	-1	natural_minor	Erokia	calibration	http://creativecommons.org/licenses/by/3.0/	a7a3e51210a4c4297b249011251468ee2c53c75236a5e52e99147ee9f274833e	0
149181	100.0	-1		digitalvalues	fit	http://creativecommons.org/licenses/by/3.0/	94cf2f28d614a4c39985175b5bb6b788f1129a194db9e6e6a9051a08cb852494	1
275737	120.0	-1		nabz871	test	http://creativecommons.org/publicdomain/zero/1.0/	227ae7a8fdb1b4dccc9958674002e41cb2b52ef2a9ecbde17e4970cd85991f78	1
102886	119.0	-1		Uknow Dude	test	http://creativecommons.org/publicdomain/zero/1.0/	618af315acdd6d7d7451ac470563cae26283ed4bc135aca77bfda73f8094bc87	1
113623	124.0	-1		juskiddink	test	http://creativecommons.org/licenses/by/3.0/	b40c73db74c35825c8afce6baad8e7bc3802f0fa7c176f941d2f4946b3058144	1
50487	134.0	0	major	laban	fit	http://creativecommons.org/licenses/by/3.0/	92fda7ba8c94617d50c448ae80c9fd0e412c18fe1bda35caf4539ac20172a167	0
262133	130.0	9	major	a7643PG	fit	http://creativecommons.org/publicdomain/zero/1.0/	627b143b600c052a5874579c27f91823c44092dc0e4ea3dfa59bde2d5ea14ad4	0
107157	70.0	4	natural_minor	newshooze	fit	http://creativecommons.org/publicdomain/zero/1.0/	68282fcd620b1fe47055f1b4f0e008dbe2b481658774aff020e22c008f31f79e	0
212703	120.0	-1		deleted_user_2627647	fit	http://creativecommons.org/licenses/by/3.0/	f6167f3192377298932ddb0b0c7f7cf408d6e7014206654f05cae3abe297b277	1
210769	128.0	-1		waveplay_old	calibration	http://creativecommons.org/publicdomain/zero/1.0/	fafc3484b58524c7f186f01387c58173210b4fc8f7756d289bad87d436f49ba0	1
424396	104.0	0	natural_minor	@realdavidfloat	fit	http://creativecommons.org/publicdomain/zero/1.0/	62629734d62d96bfb04ca4da0d183f9f617b6805f4b8ef359c73900c91440bc2	0
423278	110.0	-1		vincent sermonne	fit	http://creativecommons.org/publicdomain/zero/1.0/	0eac4b164874cd88ddea768638bbf78e7db1ead6e03f55fbdf35a15c350ef6d7	1
427273	122.0	-1		Elnosos	calibration	http://creativecommons.org/publicdomain/zero/1.0/	d63cd190cd813b3694924f0733076534e24fc820078f9ec34ff93c1a2dc705cd	1
437413	221.0	8	natural_minor	frederic.font	calibration	http://creativecommons.org/licenses/by/3.0/	b1c3f8c2a0f580b0c270e310de7f8ab46c61fbad7c2e9e9431f06058c9089513	0
170648	130.0	-1		JarAxe	test	http://creativecommons.org/licenses/by/3.0/	e7cb453644b41eb055865afbadf96e56976d66b940cadd59cd31eaa475e392ee	1
6043	140.0	-1		Jovica	fit	http://creativecommons.org/licenses/by/3.0/	2f0bf4c5c5280d110bc77e64c6f26fb96f3f92c9acef5ad159eb2ef3c012296a	1
365207	140.0	4	natural_minor	furbyguy	fit	http://creativecommons.org/publicdomain/zero/1.0/	7623533b7399e490501d37a2ef94f9a55c58505f87b91e17ef3e8d11f072d4c0	0
319317	120.0	-1		druidbloke	fit	http://creativecommons.org/licenses/by/3.0/	a9d96d19e2b8a515de819b3600f1b60f95209b52b943d8dffe223939fd67d2b6	1
249545	90.0	-1		yapppy	fit	http://creativecommons.org/publicdomain/zero/1.0/	6025b6a69dd207549d5dd478feefbcb658907ef0f87324e99a6164978002ccec	1
183417	165.0	-1		unfa	test	http://creativecommons.org/licenses/by/3.0/	622f5862525dd5120619aba87c31ae4b419331fe3aa772e127a2953a3b8ba40e	1
413684	130.0	-1		Krishmeister	test	http://creativecommons.org/publicdomain/zero/1.0/	5c58b18794fb2c41cadc8547850e5b49dd621b4a4364d9adff428a1002f55f1b	1
270686	120.0	0	major	bcnlab	calibration	http://creativecommons.org/publicdomain/zero/1.0/	f711ff5f4bf82caa748a34d6c49a12459446c97cfc0d215203f6f1856fce9a39	0
18422	120.0	-1		ramjac	fit	http://creativecommons.org/licenses/by/3.0/	2ddb558d9144ef3a6ac72077fa35964659edde9e001e8c2fe6653ec745966049	1
417755	95.0	-1		vykroft	calibration	http://creativecommons.org/publicdomain/zero/1.0/	b10e574238505c8f6f499cefefee59c3a4918b7da6bbac9c32439c49a999a280	1
419035	120.0	-1		@realdavidfloat	fit	http://creativecommons.org/publicdomain/zero/1.0/	910884e30b736971edbff43ee52c8a6685d72579d5142ee825e925a40d645db7	1
411622	120.0	-1		asciiface	calibration	http://creativecommons.org/licenses/by/3.0/	237d84c85df99e851f705fa3df3079b1a09920018a433f9fcd655b8e93c40ea2	1
418401	120.0	-1		@realdavidfloat	fit	http://creativecommons.org/publicdomain/zero/1.0/	07eddd479e630d98a65731392aa055c76a0fa63255615d61c8c1f3fbe9cd3c78	1
184685	130.0	-1		klankbeeld	test	http://creativecommons.org/licenses/by/3.0/	53a912c6ca9ae4225d7f1b798006b476a7020aba49786bd5df1236f15a77cfac	1
360375	124.0	7	major	Teacoma	fit	http://creativecommons.org/publicdomain/zero/1.0/	fa96cac6481cba26ec425f035d6763aa4e6f440fb954922822088ccb839abb22	0
152449	123.0	-1		dayvonjersen	fit	http://creativecommons.org/publicdomain/zero/1.0/	96befc15c7b50eda09317a55e0b40cc5a0f19fcbf9d1554a09f4e5a50649444b	1
269555	140.0	7	major	shitefromaheight	test	http://creativecommons.org/licenses/by/3.0/	65decfa460d23b046566ad043017e7116b16b0d644786c797311b01c45893646	0
144481	90.0	-1		Strever953	test	http://creativecommons.org/publicdomain/zero/1.0/	a051b439c21a0d0a7fa3f40b32fa3722122f7644b2fb58f40fdc3ace9d0c1d89	1
261195	144.0	-1		Gius1987	fit	http://creativecommons.org/publicdomain/zero/1.0/	f6b8e094c227770aec3249cdf3491488548433d86b8e5736965a4843052fe24c	1
131423	80.0	0	major	arightwizard	calibration	http://creativecommons.org/publicdomain/zero/1.0/	67874e011aa0a3acd9a94400ab4c0f1155aedcf1a3807ca1a1cf5eea79e8915a	0
426647	80.0	7	major	jovanovich	calibration	http://creativecommons.org/licenses/by/3.0/	d3c2a3e9aeca9e609f2fddbad5ab47ef42e5d92e82f7ced6bd8de53b0c76df6c	0
249449	160.0	-1		Jovica	fit	http://creativecommons.org/licenses/by/3.0/	28f935ea5b6150398ef26dfc0dc196f1838804806d0c93f1742e8b390389d11c	1
150361	127.0	-1		LoopTrooper	test	http://creativecommons.org/licenses/by/3.0/	262086f022fbcafa80618ddc23723f24ace50691bdb10e9d563fbc1cc9832e66	1
160378	95.0	-1		day_tripper13	fit	http://creativecommons.org/licenses/by/3.0/	61ad6f710f6f9dc60b7378278457358a997172825c9bb60f06cc6434477b050c	1
426442	0.0	0	natural_minor	Doctor_Dreamchip	calibration	http://creativecommons.org/publicdomain/zero/1.0/	30ac73459836aa58278ccc4c28e66d93124f26c19a55de9e2ccdf5789b3755ea	0
160376	95.0	-1		day_tripper13	fit	http://creativecommons.org/licenses/by/3.0/	cc9f439bbacfaecd29d917cb01acb5e00e348e581c9f9bb216d998d571313406	1
485398	120.0	-1		Manuel.Ed	fit	http://creativecommons.org/publicdomain/zero/1.0/	cc0c895f62d6faeb3c422f0ca0932afbd2be26a53e82a853d652dc65b8e6bcb3	1
86662	100.0	-1		sandyrb	fit	http://creativecommons.org/licenses/by/3.0/	95ad182f2666ed98d5654f179c7208b124675ce280135379b616c081d9d47e58	1
468011	200.0	-1		Royrsd	fit	http://creativecommons.org/publicdomain/zero/1.0/	383bf952985156f7d02eed355670042afcc71438fd294e5d916ebb1d7408c21b	1
478856	156.0	-1		daveanders	fit	http://creativecommons.org/publicdomain/zero/1.0/	d4205f3af2ca76ce52e5d8233858927a040256a6b65b93e39a70783a4055b4b2	1
88168	120.0	-1		tec_studio	fit	http://creativecommons.org/publicdomain/zero/1.0/	66977947b97d62bbd383f01bb512b0e127a443349e1e84fa40dbb5e52d9b1aac	1
343815	130.0	-1		OneGameZone	test	http://creativecommons.org/publicdomain/zero/1.0/	2ee0b77205553633b1cffc0edc8b628eeb88b32ccd9e3aa06adfbbacdc9905a8	1
99554	120.0	-1		mollpe	fit	http://creativecommons.org/publicdomain/zero/1.0/	7773db5393235771e79e798232a8493515e2bb7f25dcd66a33ac40215ec43e03	1
275178	140.0	2	major	Elmo_cookies	test	http://creativecommons.org/publicdomain/zero/1.0/	80948c15c615277eaa105cf4ab04c4525f6bbd1c7230d4be714c0b4db05575ad	0
178771	140.0	-1		DjFaraj	calibration	http://creativecommons.org/publicdomain/zero/1.0/	e791f8f11a20fcf7ed58644b626c625f7a381cbde3a314b400177c039bc3b4b1	1
156518	142.0	-1	natural_minor	kaonaya	fit	http://creativecommons.org/publicdomain/zero/1.0/	95f8dd8a96c569609bfe0fb867f2970b45da26240fa31b8cfb602f061936c99f	0
198972	120.0	-1		klangfabrik	fit	http://creativecommons.org/publicdomain/zero/1.0/	640ad3f8738135ab4d44134d483a5cc9d32b1def9f4001a06b75f44652e916dd	1
104109	140.0	9	major	Keygenerator	test	http://creativecommons.org/publicdomain/zero/1.0/	5a1d15b1ca6611d81d99786ffdfeebf3e4eb2d8864fbf6cd0d16184135f89e8e	0
269243	130.0	0	natural_minor	JarAxe	test	http://creativecommons.org/licenses/by/3.0/	3a7f67cee8891470206b78414e0006dee8f1b8d1298bcd433878b1928675efef	0
337768	0.0	4	major	turtlewithpants	fit	http://creativecommons.org/publicdomain/zero/1.0/	7b172c3d330b3c99a85386383aa67510164048f116c2064de13f11018cd78ea9	0
93637	130.0	-1		kasull	fit	http://creativecommons.org/publicdomain/zero/1.0/	4df563b52915b09bf10da159f1634babde97455adace4dcb0dd936af11860ec3	1
